Unnamed: 0;station_code;measure_date;HS;TA_30MIN_MEAN;RH_30MIN_MEAN;TSS_30MIN_MEAN;TS0_30MIN_MEAN;TS25_30MIN_MEAN;TS50_30MIN_MEAN;TS100_30MIN_MEAN;RSWR_30MIN_MEAN;VW_30MIN_MEAN;VW_30MIN_MAX;DW_30MIN_MEAN;DW_30MIN_SD
5109;LUK1;2024-10-07T03:30:00Z;;2.347;79.4;;;;;;;8.95;10.46;232.7;3.566
5110;LUK1;2024-10-07T04:00:00Z;;1.598;85.8;;;;;;;8.94;10.36;234.2;2.997
5111;LUK1;2024-10-07T04:30:00Z;;1.729;85.0;;;;;;;9.21;10.87;229.8;3.53
5112;LUK1;2024-10-07T05:00:00Z;;1.188;87.9;;;;;;;8.07;9.68;229.7;5.569
5113;LUK1;2024-10-07T05:30:00Z;;0.661;90.6;;;;;;;8.23;10.6;233.3;6.903
5114;LUK1;2024-10-07T06:00:00Z;;-0.089;94.9;;;;;;;8.42;10.72;226.7;6.912
5115;LUK1;2024-10-07T06:30:00Z;;-0.835;97.4;;;;;;;8.67;11.6;227.0;9.86
5116;LUK1;2024-10-07T07:00:00Z;;-0.956;100.0;;;;;;;8.93;12.12;232.7;7.33
5117;LUK1;2024-10-07T07:30:00Z;;-0.382;99.3;;;;;;;10.36;13.36;234.4;6.021
5118;LUK1;2024-10-07T08:00:00Z;;0.312;98.1;;;;;;;10.63;12.77;239.8;7.72
5119;LUK1;2024-10-07T08:30:00Z;;0.165;98.8;;;;;;;9.8;11.48;232.8;6.129
5120;LUK1;2024-10-07T09:00:00Z;;0.007;100.0;;;;;;;10.58;13.59;231.3;7.65
5121;LUK1;2024-10-07T09:30:00Z;;0.946;99.1;;;;;;;10.98;12.22;238.7;6.274
5122;LUK1;2024-10-07T10:00:00Z;;1.341;97.0;;;;;;;11.11;12.95;223.7;4.1
5123;LUK1;2024-10-07T10:30:00Z;;0.782;98.5;;;;;;;11.38;14.53;225.3;7.65
5124;LUK1;2024-10-07T11:00:00Z;;0.726;99.6;;;;;;;12.22;14.84;224.4;3.248
5125;LUK1;2024-10-07T11:30:00Z;;0.229;100.0;;;;;;;12.18;14.57;222.8;4.483
5126;LUK1;2024-10-07T12:00:00Z;;0.259;100.0;;;;;;;10.36;12.67;214.0;7.36
5127;LUK1;2024-10-07T12:30:00Z;;0.313;100.0;;;;;;;12.4;16.9;208.5;7.0
5128;LUK1;2024-10-07T13:00:00Z;;0.444;100.0;;;;;;;11.35;15.64;204.7;10.47
5129;LUK1;2024-10-07T13:30:00Z;;0.419;100.0;;;;;;;7.65;14.2;187.5;16.27
5130;LUK1;2024-10-07T14:00:00Z;;0.39;100.0;;;;;;;6.655;14.84;179.4;23.48
5131;LUK1;2024-10-07T14:30:00Z;;0.526;100.0;;;;;;;9.2;16.52;196.2;16.83
5132;LUK1;2024-10-07T15:00:00Z;;0.842;100.0;;;;;;;12.3;17.89;211.3;12.05
5120;LUK1;2024-10-07T16:30:00Z;;0.68;100.0;;;;;;;14.34;19.85;214.0;9.46
5121;LUK1;2024-10-07T17:00:00Z;;0.217;100.0;;;;;;;13.43;18.32;209.8;7.47
5122;LUK1;2024-10-07T17:30:00Z;;-0.028;100.0;;;;;;;12.18;16.8;202.5;9.86
5123;LUK1;2024-10-07T18:00:00Z;;-0.005;100.0;;;;;;;11.88;15.33;203.3;8.39
5124;LUK1;2024-10-07T18:30:00Z;;-0.022;100.0;;;;;;;11.32;15.25;203.5;11.74
5125;LUK1;2024-10-07T19:00:00Z;;-0.028;100.0;;;;;;;8.48;15.98;190.2;17.68
5126;LUK1;2024-10-07T19:30:00Z;;-0.019;100.0;;;;;;;9.52;14.9;197.9;14.21
5127;LUK1;2024-10-07T20:00:00Z;;-0.03;100.0;;;;;;;10.5;14.18;196.7;8.61
5128;LUK1;2024-10-07T20:30:00Z;;-0.001;100.0;;;;;;;8.48;14.0;192.4;14.63
5129;LUK1;2024-10-07T21:00:00Z;;0.014;100.0;;;;;;;10.72;15.59;197.1;11.04
5130;LUK1;2024-10-07T21:30:00Z;;0.078;100.0;;;;;;;10.18;16.62;196.5;14.24
5131;LUK1;2024-10-07T22:00:00Z;;0.206;100.0;;;;;;;12.18;17.66;197.7;10.98
5132;LUK1;2024-10-07T22:30:00Z;;0.324;100.0;;;;;;;12.76;16.64;201.1;7.7
5133;LUK1;2024-10-07T23:00:00Z;;0.389;100.0;;;;;;;10.09;15.06;195.9;12.41
5134;LUK1;2024-10-07T23:30:00Z;;0.218;100.0;;;;;;;10.09;16.49;192.1;14.04
5135;LUK1;2024-10-08T00:00:00Z;;0.171;100.0;;;;;;;12.33;17.29;198.9;10.17
5136;LUK1;2024-10-08T00:30:00Z;;0.33;100.0;;;;;;;12.54;19.93;201.6;8.34
5137;LUK1;2024-10-08T01:00:00Z;;0.352;100.0;;;;;;;8.17;16.37;190.1;22.16
5138;LUK1;2024-10-08T01:30:00Z;;0.2;100.0;;;;;;;10.07;17.39;195.1;15.53
5139;LUK1;2024-10-08T02:00:00Z;;0.126;100.0;;;;;;;6.861;16.92;181.3;26.24
5140;LUK1;2024-10-08T02:30:00Z;;-0.025;100.0;;;;;;;7.01;16.6;186.1;22.87
5141;LUK1;2024-10-08T03:00:00Z;;-0.005;100.0;;;;;;;7.71;15.49;190.3;23.88
5142;LUK1;2024-10-08T03:30:00Z;;-0.013;100.0;;;;;;;6.021;15.21;177.7;27.19
5143;LUK1;2024-10-08T04:00:00Z;;0.0;100.0;;;;;;;5.382;14.14;182.3;29.38
5144;LUK1;2024-10-08T04:30:00Z;;0.005;100.0;;;;;;;7.23;16.45;189.9;22.4
5145;LUK1;2024-10-08T05:00:00Z;;0.015;100.0;;;;;;;7.67;17.56;185.9;26.69
5146;LUK1;2024-10-08T05:30:00Z;;0.213;100.0;;;;;;;6.754;15.04;180.2;26.66
5147;LUK1;2024-10-08T06:00:00Z;;0.666;100.0;;;;;;;7.07;18.25;184.1;24.89
5148;LUK1;2024-10-08T06:30:00Z;;1.086;100.0;;;;;;;5.54;19.11;171.0;31.14
5149;LUK1;2024-10-08T07:00:00Z;;0.977;100.0;;;;;;;4.973;13.94;160.1;33.55
5150;LUK1;2024-10-08T07:30:00Z;;0.911;100.0;;;;;;;4.309;15.29;164.0;35.83
5151;LUK1;2024-10-08T08:00:00Z;;0.497;100.0;;;;;;;5.559;16.66;172.0;30.46
5152;LUK1;2024-10-08T08:30:00Z;;0.914;100.0;;;;;;;5.797;15.86;155.7;29.95
5153;LUK1;2024-10-08T09:00:00Z;;1.115;100.0;;;;;;;5.432;16.06;135.4;27.45
5154;LUK1;2024-10-08T09:30:00Z;;0.9;100.0;;;;;;;5.066;11.13;134.1;25.12
5155;LUK1;2024-10-08T10:00:00Z;;0.869;100.0;;;;;;;4.818;12.79;133.9;28.57
5156;LUK1;2024-10-08T10:30:00Z;;0.994;100.0;;;;;;;4.167;11.95;157.8;35.11
5157;LUK1;2024-10-08T11:00:00Z;;1.186;100.0;;;;;;;4.958;13.88;179.3;29.67
5158;LUK1;2024-10-08T11:30:00Z;;1.409;100.0;;;;;;;5.233;15.68;168.0;31.9
5159;LUK1;2024-10-08T12:00:00Z;;1.499;100.0;;;;;;;4.21;12.67;154.5;33.71
5160;LUK1;2024-10-08T12:30:00Z;;1.173;100.0;;;;;;;6.914;13.02;199.5;18.44
5161;LUK1;2024-10-08T13:00:00Z;;0.233;100.0;;;;;;;7.21;14.26;215.0;26.5
5162;LUK1;2024-10-08T13:30:00Z;;0.009;100.0;;;;;;;5.616;11.75;180.6;25.06
5163;LUK1;2024-10-08T14:00:00Z;;0.244;100.0;;;;;;;3.77;10.27;178.9;29.48
5164;LUK1;2024-10-08T14:30:00Z;;0.244;100.0;;;;;;;3.515;9.56;174.0;28.71
5165;LUK1;2024-10-08T15:00:00Z;;0.075;100.0;;;;;;;3.327;10.44;162.9;30.56
5166;LUK1;2024-10-08T15:30:00Z;;-0.039;100.0;;;;;;;4.295;10.09;191.1;24.96
5107;LUK1;2024-10-08T16:30:00Z;;-0.005;100.0;;;;;;;2.187;6.356;158.5;28.26
5108;LUK1;2024-10-08T17:00:00Z;;-0.008;100.0;;;;;;;1.877;5.417;160.1;29.48
5109;LUK1;2024-10-08T17:30:00Z;;-0.017;100.0;;;;;;;2.562;6.786;191.4;21.05
5110;LUK1;2024-10-08T18:00:00Z;;-0.397;100.0;;;;;;;1.264;4.224;267.2;40.11
5111;LUK1;2024-10-08T18:30:00Z;;-1.607;100.0;;;;;;;6.192;8.17;313.4;7.1
5112;LUK1;2024-10-08T19:00:00Z;;-1.614;100.0;;;;;;;4.433;7.82;331.2;13.28
5113;LUK1;2024-10-08T19:30:00Z;;-1.99;100.0;;;;;;;5.909;9.45;342.8;7.49
5114;LUK1;2024-10-08T20:00:00Z;;-2.074;100.0;;;;;;;2.328;7.0;346.8;19.12
5115;LUK1;2024-10-08T20:30:00Z;;-2.17;100.0;;;;;;;1.829;6.238;352.3;17.86
5116;LUK1;2024-10-08T21:00:00Z;;-2.213;100.0;;;;;;;3.214;6.708;349.0;22.76
5117;LUK1;2024-10-08T21:30:00Z;;-2.244;100.0;;;;;;;3.32;6.473;344.8;14.71
5118;LUK1;2024-10-08T22:00:00Z;;-2.47;100.0;;;;;;;3.374;6.551;350.3;15.32
5119;LUK1;2024-10-08T22:30:00Z;;-2.857;100.0;;;;;;;3.197;5.378;341.6;13.32
5120;LUK1;2024-10-08T23:00:00Z;;-3.31;100.0;;;;;;;3.77;5.515;332.9;12.38
5121;LUK1;2024-10-08T23:30:00Z;;-3.698;100.0;;;;;;;4.452;5.593;323.6;11.65
5122;LUK1;2024-10-09T00:00:00Z;;-3.588;100.0;;;;;;;4.799;5.945;303.0;17.86
5123;LUK1;2024-10-09T00:30:00Z;;-3.328;100.0;;;;;;;3.004;4.4;295.1;4.069
5124;LUK1;2024-10-09T01:00:00Z;;-3.306;100.0;;;;;;;1.909;3.677;257.5;19.1
5125;LUK1;2024-10-09T01:30:00Z;;-3.604;100.0;;;;;;;2.784;4.811;241.1;13.47
5126;LUK1;2024-10-09T02:00:00Z;;-3.772;100.0;;;;;;;4.455;6.101;241.3;12.24
5127;LUK1;2024-10-09T02:30:00Z;;-3.913;100.0;;;;;;;6.344;9.62;250.7;13.51
5128;LUK1;2024-10-09T03:00:00Z;;-3.748;100.0;;;;;;;6.308;9.68;231.1;9.74
5129;LUK1;2024-10-09T03:30:00Z;;-3.521;100.0;;;;;;;7.21;8.68;221.0;4.908
5130;LUK1;2024-10-09T04:00:00Z;;-3.394;100.0;;;;;;;7.94;10.68;225.8;9.82
5131;LUK1;2024-10-09T04:30:00Z;;-3.259;100.0;;;;;;;7.94;10.78;219.9;8.4
5132;LUK1;2024-10-09T05:00:00Z;;-3.216;100.0;;;;;;;8.51;10.44;221.4;6.126
5133;LUK1;2024-10-09T05:30:00Z;;-3.282;100.0;;;;;;;9.39;11.87;221.7;6.082
5134;LUK1;2024-10-09T06:00:00Z;;-3.282;100.0;;;;;;;10.37;14.04;212.5;7.3
5135;LUK1;2024-10-09T06:30:00Z;;-3.188;100.0;;;;;;;11.07;14.71;216.5;7.77
5136;LUK1;2024-10-09T07:00:00Z;;-3.217;100.0;;;;;;;10.89;14.04;214.6;7.36
5137;LUK1;2024-10-09T07:30:00Z;;-3.075;100.0;;;;;;;10.57;14.22;212.2;7.53
5138;LUK1;2024-10-09T08:00:00Z;;-2.909;100.0;;;;;;;9.08;12.2;203.7;8.92
5139;LUK1;2024-10-09T08:30:00Z;;-2.809;100.0;;;;;;;10.83;14.65;202.3;6.58
5140;LUK1;2024-10-09T09:00:00Z;;-2.662;100.0;;;;;;;11.51;15.74;197.1;8.36
5141;LUK1;2024-10-09T09:30:00Z;;-2.448;100.0;;;;;;;10.82;15.61;200.5;9.46
5142;LUK1;2024-10-09T10:00:00Z;;-2.203;100.0;;;;;;;8.99;13.14;203.2;9.37
5143;LUK1;2024-10-09T10:30:00Z;;-2.076;100.0;;;;;;;6.145;12.18;188.1;16.05
5144;LUK1;2024-10-09T11:00:00Z;;-1.858;100.0;;;;;;;8.02;16.52;191.9;15.67
5145;LUK1;2024-10-09T11:30:00Z;;-1.921;100.0;;;;;;;8.03;16.33;196.8;12.85
5146;LUK1;2024-10-09T12:00:00Z;;-1.954;100.0;;;;;;;7.03;15.12;193.9;13.94
5147;LUK1;2024-10-09T12:30:00Z;;-2.078;100.0;;;;;;;6.568;16.97;186.4;19.35
5148;LUK1;2024-10-09T13:00:00Z;;-1.883;100.0;;;;;;;6.307;14.12;181.9;18.61
5149;LUK1;2024-10-09T13:30:00Z;;-1.803;100.0;;;;;;;5.243;12.55;178.1;20.43
5150;LUK1;2024-10-09T14:00:00Z;;-1.676;100.0;;;;;;;3.835;13.94;172.0;29.3
5151;LUK1;2024-10-09T14:30:00Z;;-1.594;100.0;;;;;;;4.1;12.97;186.8;26.14
5152;LUK1;2024-10-09T15:00:00Z;;-1.401;100.0;;;;;;;6.234;15.39;188.3;23.87
5153;LUK1;2024-10-09T15:30:00Z;;-1.488;100.0;;;;;;;5.609;17.89;191.3;29.85
5240;LUK2;2024-10-05T12:00:00Z;7.93;-2.419;92.1;1.809;0.374;0.73;0.575;0.082;455.1;1.724;4.126;259.2;24.05
5241;LUK2;2024-10-05T12:30:00Z;7.8;-2.317;90.9;2.278;0.377;1.299;1.183;0.695;494.2;1.496;4.224;277.3;29.88
5242;LUK2;2024-10-05T13:00:00Z;5.702;-0.705;80.7;4.215;0.379;2.795;5.53;4.57;759.0;0.845;2.953;296.8;37.58
5243;LUK2;2024-10-05T13:30:00Z;6.308;-0.932;86.2;5.62;0.381;3.133;4.87;3.717;653.1;0.615;4.224;124.2;59.25
5244;LUK2;2024-10-05T14:00:00Z;6.728;-0.555;79.0;5.037;0.378;2.732;4.395;3.552;504.2;0.867;4.068;277.0;41.46
5245;LUK2;2024-10-05T14:30:00Z;7.73;-1.182;82.4;3.916;0.377;2.29;2.967;2.248;404.3;1.86;4.459;311.0;21.55
5246;LUK2;2024-10-05T15:00:00Z;6.63;-0.476;82.4;2.991;0.373;1.809;3.323;2.586;313.3;0.074;2.19;177.8;62.6
5247;LUK2;2024-10-05T15:30:00Z;8.43;-1.003;80.1;1.048;0.371;1.009;0.947;0.647;148.9;1.941;3.95;297.2;22.06
5248;LUK2;2024-10-05T16:00:00Z;8.87;-1.559;85.7;-2.139;0.365;-0.022;-1.785;-1.581;17.64;1.068;3.755;292.5;33.81
5249;LUK2;2024-10-05T16:30:00Z;8.81;-2.757;90.2;-4.149;0.362;-1.485;-3.892;-3.483;10.66;0.528;1.877;217.6;29.39
5250;LUK2;2024-10-05T17:00:00Z;9.0;-3.244;92.5;-5.549;0.363;-3.63;-4.736;-4.174;4.593;0.107;1.897;177.0;55.15
5251;LUK2;2024-10-05T17:30:00Z;9.0;-3.752;96.1;-6.443;0.36;-5.255;-5.536;-4.925;-0.286;0.507;1.916;217.2;23.35
5252;LUK2;2024-10-05T18:00:00Z;8.89;-3.982;96.6;-6.959;0.358;-6.358;-5.824;-5.207;-0.66;0.614;1.564;225.0;23.42
5253;LUK2;2024-10-05T18:30:00Z;8.57;-3.925;97.1;-7.44;0.364;-6.927;-5.772;-5.184;-0.792;0.835;2.249;228.1;19.66
5254;LUK2;2024-10-05T19:00:00Z;9.2;-3.977;99.1;-7.68;0.366;-7.55;-5.887;-5.202;-0.66;0.3;2.21;228.1;10.12
5255;LUK2;2024-10-05T19:30:00Z;8.82;-3.761;98.0;-6.62;0.365;-7.77;-5.354;-4.672;-0.792;0.673;2.327;234.6;16.66
5256;LUK2;2024-10-05T20:00:00Z;9.06;-3.155;97.7;-6.196;0.367;-7.23;-4.679;-4.024;-0.66;1.384;3.129;249.1;19.22
5257;LUK2;2024-10-05T20:30:00Z;8.79;-4.068;99.7;-7.59;0.369;-7.35;-5.666;-5.104;-0.792;0.762;2.523;215.9;11.36
5258;LUK2;2024-10-05T21:00:00Z;9.14;-3.917;98.3;-6.694;0.368;-7.84;-5.618;-4.997;-0.66;0.679;2.014;243.3;20.22
5259;LUK2;2024-10-05T21:30:00Z;9.15;-3.088;97.4;-6.983;0.367;-7.68;-4.672;-3.982;-0.704;0.847;2.112;281.4;34.88
5260;LUK2;2024-10-05T22:00:00Z;8.92;-3.514;97.6;-7.38;0.365;-7.95;-5.329;-4.629;-0.682;1.069;2.229;229.5;22.9
5261;LUK2;2024-10-05T22:30:00Z;8.95;-3.776;97.4;-6.219;0.364;-7.83;-5.258;-4.662;-0.726;0.54;2.171;229.7;14.31
5262;LUK2;2024-10-05T23:00:00Z;9.21;-3.446;98.9;-6.448;0.362;-7.63;-4.802;-4.235;-0.682;0.204;1.76;262.9;40.68
5263;LUK2;2024-10-05T23:30:00Z;9.16;-3.613;98.8;-7.11;0.356;-7.94;-5.312;-4.66;-0.66;0.486;1.858;276.7;29.57
5264;LUK2;2024-10-06T00:00:00Z;8.95;-3.776;99.1;-7.71;0.356;-8.34;-5.881;-5.075;-0.682;0.795;2.014;259.9;32.73
5265;LUK2;2024-10-06T00:30:00Z;9.01;-3.409;99.5;-7.79;0.352;-8.74;-5.616;-4.707;-0.66;1.038;2.581;300.0;25.77
5266;LUK2;2024-10-06T01:00:00Z;8.93;-3.452;97.1;-8.14;0.351;-9.36;-6.139;-4.932;-0.66;1.013;2.014;285.2;24.69
5267;LUK2;2024-10-06T01:30:00Z;8.74;-4.176;92.1;-8.59;0.349;-9.79;-7.19;-5.774;-0.66;1.027;2.405;232.8;27.83
5268;LUK2;2024-10-06T02:00:00Z;8.58;-1.946;55.69;-8.85;0.345;-10.02;-5.623;-4.226;-0.682;1.661;3.344;268.2;15.45
5269;LUK2;2024-10-06T02:30:00Z;7.72;-1.671;49.82;-9.02;0.335;-9.98;-4.958;-3.778;-0.66;1.211;3.579;259.7;38.48
5270;LUK2;2024-10-06T03:00:00Z;8.62;-4.128;86.3;-9.46;0.333;-10.35;-6.578;-5.489;-0.682;0.33;2.581;223.4;42.0
5271;LUK2;2024-10-06T03:30:00Z;8.83;-2.84;51.02;-9.63;0.332;-10.71;-5.777;-4.624;-0.66;0.396;2.797;231.7;38.91
5272;LUK2;2024-10-06T04:00:00Z;8.42;-1.862;44.79;-9.73;0.326;-10.84;-5.459;-4.15;-0.682;1.407;2.855;262.4;27.49
5273;LUK2;2024-10-06T04:30:00Z;7.94;-1.472;43.14;-9.76;0.316;-10.82;-5.392;-4.095;-0.66;1.407;3.227;272.0;20.39
5274;LUK2;2024-10-06T05:00:00Z;7.91;-1.043;40.13;-9.42;0.314;-10.66;-4.683;-3.392;-0.66;1.419;3.012;271.7;21.55
5275;LUK2;2024-10-06T05:30:00Z;7.59;-1.244;40.45;-9.72;0.313;-10.7;-5.161;-3.989;0.946;1.132;2.542;257.6;28.94
5276;LUK2;2024-10-06T06:00:00Z;8.18;-0.836;37.25;-9.44;0.309;-10.57;-4.343;-3.13;12.69;1.491;3.031;257.4;28.36
5277;LUK2;2024-10-06T06:30:00Z;7.81;0.575;32.78;-9.05;0.299;-10.06;-2.776;-1.398;31.23;1.693;3.07;268.0;18.95
5278;LUK2;2024-10-06T07:00:00Z;6.549;1.727;27.91;-7.27;0.301;-9.51;-1.258;-0.074;159.5;1.131;2.777;232.0;24.44
5279;LUK2;2024-10-06T07:30:00Z;6.103;3.194;20.63;-3.874;0.293;-7.22;3.471;3.601;296.6;0.86;2.249;262.1;39.87
5280;LUK2;2024-10-06T08:00:00Z;6.867;3.342;21.66;-0.619;0.288;-4.681;3.966;3.961;308.5;1.346;2.777;275.6;33.09
5281;LUK2;2024-10-06T08:30:00Z;7.16;2.47;35.71;0.576;0.281;-3.155;2.915;2.944;255.5;1.197;2.855;219.4;38.39
5282;LUK2;2024-10-06T09:00:00Z;7.63;1.157;59.55;1.565;0.281;-1.955;2.62;2.364;258.8;0.05;4.322;260.9;69.35
5283;LUK2;2024-10-06T09:30:00Z;8.27;-0.532;86.4;1.723;0.278;-1.187;1.169;0.774;225.7;0.738;4.752;156.7;48.43
5284;LUK2;2024-10-06T10:00:00Z;8.95;-1.735;98.4;1.369;0.272;-0.984;-0.367;-0.634;191.2;3.273;6.199;222.2;16.98
5285;LUK2;2024-10-06T10:30:00Z;8.88;-1.626;97.7;1.311;0.267;-0.679;-0.257;-0.467;193.1;2.669;5.965;228.0;23.13
5286;LUK2;2024-10-06T11:00:00Z;8.71;-0.938;87.2;2.03;0.267;0.567;0.717;0.413;261.7;3.32;6.023;217.2;15.79
5287;LUK2;2024-10-06T11:30:00Z;8.33;-0.524;92.4;3.084;0.267;1.38;1.93;1.456;265.8;0.234;4.302;142.2;65.41
5133;LUK2;2024-10-06T16:00:00Z;9.14;-0.364;99.0;1.698;0.277;0.418;0.176;0.063;39.62;0.227;2.444;237.3;52.24
5134;LUK2;2024-10-06T16:30:00Z;9.4;0.023;99.2;1.093;0.28;0.202;0.218;0.173;25.12;0.637;2.562;237.4;44.93
5135;LUK2;2024-10-06T17:00:00Z;9.14;1.191;93.2;-0.586;0.285;-0.047;0.282;0.5;3.934;0.896;2.855;233.1;25.24
5136;LUK2;2024-10-06T17:30:00Z;9.25;1.634;92.0;-0.958;0.286;-0.124;0.834;1.088;-0.681;1.143;3.012;234.4;29.88
5137;LUK2;2024-10-06T18:00:00Z;9.1;1.721;91.4;-1.038;0.287;-0.235;0.764;1.216;-0.659;0.693;2.738;237.5;49.85
5138;LUK2;2024-10-06T18:30:00Z;8.86;2.241;87.2;-1.712;0.288;-0.643;0.843;1.376;-0.659;1.169;3.677;252.4;31.37
5139;LUK2;2024-10-06T19:00:00Z;8.7;2.611;85.5;-1.83;0.289;-1.107;1.005;1.655;-0.659;1.204;2.933;248.1;30.97
5140;LUK2;2024-10-06T19:30:00Z;8.89;1.673;88.5;-2.579;0.29;-2.278;0.034;0.624;-0.659;1.108;4.733;230.2;29.7
5141;LUK2;2024-10-06T20:00:00Z;8.71;1.351;89.0;-3.025;0.293;-3.452;-0.83;-0.069;-0.659;0.586;2.268;247.9;36.74
5142;LUK2;2024-10-06T20:30:00Z;8.82;2.042;84.5;-3.065;0.295;-4.172;0.008;0.74;-0.66;0.798;2.855;262.3;36.84
5143;LUK2;2024-10-06T21:00:00Z;8.77;2.102;83.2;-2.729;0.296;-4.356;-0.195;0.63;-0.66;0.403;2.229;266.0;40.04
5144;LUK2;2024-10-06T21:30:00Z;8.52;3.432;78.3;-2.944;0.295;-4.549;0.749;1.657;-0.66;0.773;2.503;267.8;30.56
5145;LUK2;2024-10-06T22:00:00Z;8.62;2.653;81.6;-3.258;0.296;-5.255;-0.228;0.681;-0.66;1.003;3.031;249.8;27.79
5146;LUK2;2024-10-06T22:30:00Z;8.28;2.876;78.4;-3.128;0.296;-5.156;0.159;1.082;-0.66;1.107;2.933;263.4;24.83
5147;LUK2;2024-10-06T23:00:00Z;8.7;3.274;75.1;-2.844;0.295;-4.737;0.466;1.33;-0.66;1.296;3.031;251.1;27.66
5148;LUK2;2024-10-06T23:30:00Z;8.5;2.88;77.5;-3.01;0.295;-4.975;0.197;1.088;-0.66;0.984;2.797;239.3;24.67
5149;LUK2;2024-10-07T00:00:00Z;8.36;2.787;77.0;-3.145;0.298;-5.127;0.108;1.019;-0.66;0.929;3.149;249.2;21.34
5150;LUK2;2024-10-07T00:30:00Z;8.33;2.648;75.9;-2.804;0.298;-4.94;0.231;0.916;-0.66;0.702;3.149;241.6;19.11
5151;LUK2;2024-10-07T01:00:00Z;8.35;2.773;74.8;-3.264;0.298;-5.182;0.297;1.125;-0.66;1.175;3.403;238.5;19.9
5152;LUK2;2024-10-07T01:30:00Z;8.89;3.462;72.2;-2.955;0.298;-4.9;0.807;1.739;-0.66;1.515;3.09;250.4;25.03
5153;LUK2;2024-10-07T02:00:00Z;8.48;3.753;67.79;-2.959;0.298;-4.866;0.793;1.786;-0.66;1.624;3.95;246.6;22.87
5154;LUK2;2024-10-07T02:30:00Z;8.51;3.244;72.9;-2.762;0.297;-4.826;0.685;1.447;-0.66;1.052;3.657;252.3;26.52
5155;LUK2;2024-10-07T03:00:00Z;8.68;3.466;72.0;-2.203;0.294;-4.444;1.079;1.926;-0.659;0.523;1.956;259.8;36.92
5156;LUK2;2024-10-07T03:30:00Z;9.11;3.647;69.49;-2.043;0.293;-4.113;1.288;2.095;-0.659;0.682;2.386;275.4;40.32
5157;LUK2;2024-10-07T04:00:00Z;8.9;3.859;72.1;-0.907;0.294;-3.319;2.271;3.004;-0.791;0.836;5.124;356.0;54.13
5158;LUK2;2024-10-07T04:30:00Z;9.15;3.837;74.9;-0.662;0.292;-2.166;2.622;3.164;-0.659;0.743;3.52;310.2;52.79
5159;LUK2;2024-10-07T05:00:00Z;9.16;4.471;77.8;-0.317;0.292;-1.928;3.433;3.952;-0.659;1.483;3.09;317.2;24.59
5160;LUK2;2024-10-07T05:30:00Z;9.16;3.696;81.2;0.122;0.293;-1.065;2.935;3.242;-0.176;1.591;5.319;268.4;43.82
5161;LUK2;2024-10-07T06:00:00Z;9.31;2.511;84.7;-0.318;0.291;-0.994;1.983;2.295;5.319;1.712;4.596;251.0;36.58
5162;LUK2;2024-10-07T06:30:00Z;9.3;2.945;80.3;-0.174;0.291;-0.61;2.806;3.016;35.19;0.752;4.557;230.7;56.73
5163;LUK2;2024-10-07T07:00:00Z;8.91;2.611;83.7;-0.185;0.291;-0.051;3.161;3.24;101.8;0.515;3.598;230.7;60.99
5164;LUK2;2024-10-07T07:30:00Z;7.92;2.492;85.8;-0.038;0.289;0.891;4.577;4.288;241.6;1.507;4.83;212.5;35.91
5165;LUK2;2024-10-07T08:00:00Z;7.67;2.523;85.0;1.625;0.292;3.201;5.523;4.986;342.6;2.33;5.847;244.5;23.08
5166;LUK2;2024-10-07T08:30:00Z;7.48;2.262;87.5;5.605;0.286;5.606;5.773;5.124;526.6;3.077;5.965;248.2;19.42
5167;LUK2;2024-10-07T09:00:00Z;8.83;1.707;93.5;4.917;0.29;2.794;2.985;2.762;148.1;1.529;4.576;287.4;34.37
5168;LUK2;2024-10-07T09:30:00Z;8.99;1.667;95.8;4.403;0.289;2.875;2.942;2.752;162.9;2.352;4.654;327.2;28.18
5169;LUK2;2024-10-07T10:00:00Z;9.07;1.348;99.5;3.9;0.291;2.439;2.408;2.257;124.4;2.188;5.085;314.6;26.19
5170;LUK2;2024-10-07T10:30:00Z;9.19;1.398;99.8;3.011;0.29;1.73;2.172;2.028;87.5;1.499;4.752;347.6;37.61
5171;LUK2;2024-10-07T11:00:00Z;9.28;1.624;99.8;2.461;0.292;1.313;1.926;1.925;66.71;2.705;6.61;11.47;27.69
5172;LUK2;2024-10-07T11:30:00Z;9.17;2.042;99.8;2.843;0.295;2.146;2.612;2.542;125.7;2.307;9.45;15.58;31.41
5173;LUK2;2024-10-07T12:00:00Z;9.08;2.394;99.8;2.918;0.3;1.943;2.622;2.68;114.1;5.391;12.28;15.16;15.45
5174;LUK2;2024-10-07T12:30:00Z;9.02;2.71;99.8;2.966;0.3;1.925;2.877;2.964;97.8;4.275;10.31;0.325;25.62
5175;LUK2;2024-10-07T13:00:00Z;9.21;2.832;99.8;2.865;0.297;1.885;2.921;3.029;71.2;4.208;11.97;356.6;27.53
5176;LUK2;2024-10-07T13:30:00Z;9.34;2.894;99.8;2.708;0.294;1.964;2.891;3.038;58.06;4.025;9.8;3.441;33.65
5177;LUK2;2024-10-07T14:00:00Z;9.06;2.884;99.8;2.629;0.288;1.982;2.812;2.982;48.46;4.972;10.62;6.531;24.36
5178;LUK2;2024-10-07T14:30:00Z;9.27;2.92;99.8;2.505;0.286;1.947;2.802;2.988;29.47;4.921;11.5;356.8;25.74
